,address,comment,id_res,id_user,latitude,longitude,name_res,rating,username,label
1036,"46 Trưng Nữ Vương, P. Châu Phú B,Thành Phố Châu Đốc, An Giang","Hôm nay gia đình mình ghé ăn. Vì nghe nói quán nổi tiếng nên gia đình mình ghé vào ăn thử cho biết dù nhà mình đã ăn cơm ở ngà người quen rồi. Cá kết chiên 100k/2 con nhỏ xíu, lẩu canh chua 160k đ 2 khứa mấy. Nói chung đồ ăn đc dù khá mắc nhưng cái mình ghét nhất ở đây là thái đôphujc vụ của nhân viên. Coi khách hànv không ra gì. Lúc mình gọi món đã thấy thái độ của người nhân viên đó tỏ vẻ k hài lòng rồi. Sau đó lúc bưng đồ ăn ra cho khách, anh ta còn cùng với vài nhân viên đang đứng đó đùa cợt nói "" cái này đi chơi chứ đi ăn cái gì"" rồi bưng dĩa cá chiên bỏ xuống bàn tặng kèm một câu ""đó,nhiêu đây là hết rồi đó nha"". Xong lại quay ra cười cợt tiếp. Rồi mình kêu trà đá vì minh k thích nước ngọt, vì mấy ngày tết uống quá trời rồi. Kêu 3 lần k bưng ra là k bưng ra. Trong khi bàn kia khách đông hơn, kêu cái là bueng ra liền 2 bình :). Sau đó, mình kêu nước suối thì lại có liền :). Nói chung là đồ ăn ngon mà nhân viên thì k thể chấp nhận đc",50159,meoumeome123,10.706378,105.118227,Quán Cơm Bảy Bồng 2 - Trưng Nữ Vương,2.6,Neko Neko,0
1118,"398 Nguyễn Văn Thoại,Thành Phố Châu Đốc, An Giang","Là quán quen của rất nhiều người dân Châu Đốc, hỏi tới món nem nướng thì người Châu Đốc đều dẫn đến đây. Nhưng đã lâu lắm rồi mình không ghé đây nữa, vì nhân viên bưng dĩa đồ ăn ra quăng cái vèo y như chơi ném đĩa trên bàn, mặt thì không thèm nhìn tới khách. Trong khi ở đây cũng còn nhiều lựa chọn khác thì với thái độ như vậy mình không thiết tha quay lại lần nào nữa!",50319,phamphuongkhanh64,10.705263,105.112927,Sáu Hiệp - Nem Nướng Bánh Hỏi,2.6,P2K,0
1127,"344 Cống Quỳnh, P. Mỹ Long,Tp. Long Xuyên, An Giang","Đây là hình ảnh quán Bia Thị Trấn chi nhánh ở cuối đường*** P. Bình Khánh 2, TP. Long Xuyên đây.
Các bạn hãy cẩn thận khi gọi món vì hình ảnh và thực tế khác rất xa.
Như hình mình đăng là Combo Siam 1 mẹ nó thấy nó rất là mất dạy ớt không.
Mình thắt mắt ủa sau trên hình không có sốt ớt mà đây để nhiều vậy. Thằng nhân viên trả lời đó là món Thái A ơi nó phải vậy trong đó menu lại không có ghi như nó nói vì có mấy món nó để Thái mình sợ không dám gọi món. Chỉ có món này hình ảnh không có ớt mới gọi ra ức quá không ăn được đứng lên tính tiền về luôn mà giá ở đây cũng ngang ngữa như nhà hàng Bia Thị Trấn chứ không rẻ đâu nhé.
Mặc dù là quán dạng đường phố.
Giờ mình mới hiểu sau quán vắng khách và cũng có 2 người không ăn được gói thức ăn đem về dù bàn họ cũng có 1 món như mình.
Quán bán hết sức mất dạy.
Đã mấy lần trước khi order là hỏi nhân viên món này món nọ có cay không để mà né mà nó đối xử 1 cách mất dạy thật.",798297,foodee_xmqw5wz8,10.3774108200453,105.4426414283769,Beer Town - Nhà Hàng Bia Thị Trấn,2.8,Milo,0
1158,"4 Lê Thị Nhiên, P. Mỹ Long,Tp. Long Xuyên, An Giang","hôm trước dẫn mẹ vào ăn, đồ ăn vừa ít lại vừa đắt lại ko ngon.Nói chung ko vào lần 2",879331,foodee_600r8j4w,10.3847476427994,105.440342053771,Chu Tước Lâu - Quán Ăn Đài Loan,2.4,Lăng Tuyền,0
1171,"20 - 22 - 24 Phan Đình Phùng B,Tp. Long Xuyên, An Giang","Nổi danh đã lâu ở LX. Hôm trước đi với mẹ với em họ, kêu 3 dĩa mì xào giòn ăn đại vì không thèm cơm. Chỉ có 1 cục mì, 2-3 miếng cải thìa, 1 con tôm với 1 miếng mực mà 50k. Bên kia thì bà chủ quán tính thiếu tiền có 1 dĩa cơm mà ra đứng chửi lộn với ông nướng thịt rầm trời. Mà nghe người khác nói là hôm nào cũng có việc chửi lộn này cả? Nói chung vừa mắc vừa dở vừa vô duyên. Chả hiểu não bả chứa gì? Chả hiểu sao quán như vậy mà cũng có người đâm đầu vô ăn rồi khen ngon làm người khác lầm tưởng. Thất vọng vô cùng!",171230,hwahwa.hoahoa,10.384257,105.441663,Cơm Tấm Hướng Dương - Phan Đình Phùng B,2.6,"hwa 
hoa hoa",0
1174,"20 - 22 - 24 Phan Đình Phùng B,Tp. Long Xuyên, An Giang","120k cho 2 dĩa cơm ( cơm sườn/ com gà quay ) + 2 ly trà đá có cảm giác là quán nhìn mặt tính tiền thấy khách lạ nên chém vì thấy xung quanh khách bình dân ăn khá nhiều. chất lượng ổn, phụ vụ ổn, giá quá tệ",171230,ngoctramsv.90,10.384257,105.441663,Cơm Tấm Hướng Dương - Phan Đình Phùng B,1.0,Chua Xoài,0
1177,"20 - 22 - 24 Phan Đình Phùng B,Tp. Long Xuyên, An Giang","Mình là khách từ Cần Thơ xuống An Giang chơi, nghe bạn bè giới thiệu nên vào. Mà bạn mình nói giá trước là 25k nên mình cũng ỷ y vào k hỏi giá. Xong sau đó chém 2 đứa mình 92k cho 2 dĩa cơm này và 1 chén cơm thêm. (Dĩa sườn chả 40k, dĩa sườn kia thì 50k). Sợ quá, huhuhu. Một phần cũng do tìm cực, tới dc mừng quá quên hỏi giá luôn )))) 
Thêm cái khoản tính tiền nữa, chờ cũng gần 30p. Nhiều ng qua lại mà hỏi ai cũng bảo chờ tí, thái độ như muốn ăn tươi nuốt sống mình. Sau này có cơ hội đi An Giang cũng k dám ghé nữa. Sợ quá.",171230,hangnga1595,10.384257,105.441663,Cơm Tấm Hướng Dương - Phan Đình Phùng B,1.2,Hằng nga Lê,0
1238,"9/9 Trần Hưng Đạo,Tp. Long Xuyên, An Giang","Cái tô bún Huế Chay cái dầu đó là sa tế ăn cai xé sát luôn.
Nói chung là không hài lòng. Mới sáng vào khu mát ngồi nó không cho vì mình thấy trong đó có 3 người (Vợ, Chồng và đứa con trai) nhân viên chặn lại nói không vào được vì có người vậy còn khu nắng có người cũng không được vào sau. Tới lúc mình ra khu nắng thì có ai đuổi đâu.
Nhân viên rất lý sự với khách hàng dù nó có làm sai.
Hẹn gì lần này về thấy quán nhỏ đi rất nhiều không hoành tráng như xưa.
Nói chung các bạn có đến đây thì hãy chuẩn bị sẳn tâm lý chiến đấu.
Còn mình thì quá thất vọng.",70091,foodee_xmqw5wz8,10.379247,105.439512,Panda Cafe - Trần Hưng Đạo,3.0,Milo,0
1239,"9/9 Trần Hưng Đạo,Tp. Long Xuyên, An Giang","Phục vụ tệ, đồ ăn qá dỡ so với giá.
Tô hủ tiếu sương 46k mà chỉ có cục thịt, rau thì chỉ có cải trời, kg giá, kg j hết.",70091,stevehuynhlx,10.379247,105.439512,Panda Cafe - Trần Hưng Đạo,2.0,Steve Huynh Huynh,0
1252,"19 - 20 Ninh Bình, P. 2,Thị xã Bạc Liêu, Bạc Liêu",Quán phục vụ rất tệ vào quán ngồi 15phút mà chả có ai phục vụ thật sự rất thất vọng nếu đã kinh doanh quán thì phải kinh doanh cho tới chứ thiếu nhân viên thì thôi dẹp quán cho rồi trời nóng khách cần máy lạnh mà quán chỉ có một phòng lạnh tr rên lòng rất hẹp quán nên thiết kế phòng lạnh trên và dưới lầu cò hiện nay nhu cầu ngồi phòng lạnh rất cao,630027,phucly,9.2738825,105.7257259,Bingsu 78,1.8,Phuc Ly,0
1273,"Điện Gió Bạc Liêu, Xã Vĩnh Trạch Đông,Thị xã Bạc Liêu, Bạc Liêu","Muốn tham quan Điện gió thì bị bắt buộc mua chai nước mới được vô,bán giá như cắt cổ, cai nuwóc suối 15k, cây kem 3 màu 18k, không mua thì không được vào, đề nghị cơ quan nhà nước coi lại vấn đề cán  bộ và ông chủ quán làm tiền người dân đến tham quan.",257587,lili23042014,9.243718,105.821824,Điện Gió Cafe,1.2,Li Li,0
1312,"4 - 6 Hoàng Văn Thụ,Thị xã Bạc Liêu, Bạc Liêu","T3. 31. 01. 17
Đoàn của M dừng chân ăn tối tại khách sạn Sài Gòn Bạc Liêu này.
Không gian phòng ăn ồn ào, xô bồ, chật chội và kém sang.
Nhân viên lụp chụp, lên món siêu chậm, trang phục thì không đồng nhất kiểu mướn sinh viên vào làm.
Món ăn tệ nhất đó giờ: bồn bồn xào tép ăn rõ chán, đậu que xào bò hết sức tầm thường, cá lóc nướng thì vừa nguội vừa khô, gà ram mặn thì nhạt toẹt, trứng chiên chỉ chiên với mỗi hành lá mà nguội ngắt, lẩu cá điêu hồng nấu nấm vị chả ra đâu vào đâu vì y như lai tạp tùm lum, dưa hấu thì chả lạnh nổi.",18697,ddminh24h,9.285448,105.724354,Nhà Hàng Sài Gòn Bạc Liêu,3.0,Minh Đỗ,0
1367,"Ninh Bình, P. 2,Thị xã Bạc Liêu, Bạc Liêu","Mùng 3 Tết mình và bạn tới đây, quán khá đông, nhưng chủ yếu khách khứa đã ổn định, ngồi nói chuyện với nhau là nhiều. Nhân viên đông nên các bạn cũng không đến nỗi vất vả, chạy tới chạy lui nhiều. 

Mình ngồi ở bàn ngay gần trung tâm, vừa ngồi xuống thì 01 bạn nhân viên hỏi:
- Hai chị chưa gọi món đúng không ạ? 
- Uhm, đúng rồi em. 

Rồi bạn nhân viên đó đi ra chỗ khác, mình nghĩ là lấy menu cho tụi mình chọn món. Đợi khoảng 5 phút vẫn không thấy ai đưa menu cho tụi mình, mình nhìn quanh tìm bạn nhân viên nào đó để gọi, thì bạn nhân viên trước đó thấy mình, bạn đó đang bận tay nên gọi 01 bạn khác ra phục vụ bàn mình, mình nghe rõ ràng bạn đó nói:
- XXX ơi, đưa menu cho bàn số 11.

Rồi tụi mình lại tiếp tục chờ đến 5-10 phút nữa, vẫn không thấy ai đến phục vụ tụi mình, mình gọi nhân viên mà không ai nghe, quay xuống quầy pha chế thì mấy bạn nhân viên đang cười đùa. Mình vẫy tay một hồi mới thấy mình, một bạn nhân viên tròn mắt hỏi:
- Tính tiền hả chị?! 

Rồi bạn đó đi vô quầy tính tiền luôn, mình thì bó tay luôn, tính đợi bạn đó ra nói là mình đã gọi món đâu mà tính tiền, lại chờ thêm 5 phút nữa mà không có một ai ra bàn mình luôn. 

Đến lúc này tụi mình quá nản và thất vọng quyết định đi về. Lúc tụi mình ra đến cửa thì bạn nhân viên đứng chào cửa có vẻ nhận ra tụi mình chưa gọi món (hay chưa tính tiền?!). Nhưng bạn đó chỉ thốt lên “Ủa...” rồi thôi, cũng chẳng buồn hỏi tụi mình như thế nào. 
Lúc mình lấy xe về thấy có 2-3 bạn nhân viên đứng ở cửa chỉ trỏ tụi mình rồi bàn tán gì đó. Mình cố nấn ná làm động tác chậm chậm lại xem các bạn có chạy ra nói gì không. 
Kết quả là không, và các bạn để tụi mình cứ thế ra về luôn .“””",680721,willson.sand.sandara,9.276661507606699,105.7245274633169,Leo Coffee House,2.2,Sandra Nguyen,0
1368,"Ninh Bình, P. 2,Thị xã Bạc Liêu, Bạc Liêu","Không hài lòng về thái độ phục vụ của quán. Lần đầu mình đến và sẽ không đến lần 2. Vào ngồi gần 20p mà không nhân viên nào mang nước hay đến để order. Thiết nghĩ quán đông còn thông cảm, đằng nào quán ổn định, không náo nhiệt, nhân viên thì tụ lại trong quầy nói chuyện mà ko quan sát đến khách dù đã gọi nhiều lần. 
""Chưa gọi nước đúng ko chị?"" Là câu đầu tiên và là nhân viên đầu tiên đến dọn bàn cũ cũng là người cuối cùng của quán tiếp bàn mình. Sau đó không một ai mang trà hay menu ra, nhân viên đi vòng vòng nhiều mà gọi nhìn lơ, gọi được nhân viên đang tụ tập đứng nói chuyện trong quầy thì được nhận lời câu hỏi vọng ra là tính tiền hả chị rồi quay đi im bặt, ko ra tới được bàn xem khách cần gì. 
Lần đầu mà ấn tượng thế này, không khắt khe, nhưng đề nghị quán xem lại cách phục vụ, làm dịch vụ nên có tâm. Chào thân ái.!!!",680721,bichtram105,9.276661507606699,105.7245274633169,Leo Coffee House,3.0,Trần Angelina,0
1380,"37C/4 Trần Huỳnh, P. 7,Thị xã Bạc Liêu, Bạc Liêu","Phục vụ kém, món ăn dỡ, đồ nướng còn sống, ướp quá mặn, để giá này tính tiền giá khác. Nói chung quá tệ.",878,minhkt0710,9.294798,105.72363,Cường Ốc,2.6,thienminh khuu,0
1437,"13 Điện Biên Phủ, P. 3,Thị xã Bạc Liêu, Bạc Liêu","Đồ ăn 1 phần ăn được khoảng 4 người thôi nhưng vì gia đình mình thắc mắc giá cao thì báo nhà là 1 phần ăn được 7 người, bưng ra đĩa thịt kho toàn hành tây, mực xào cũng được 6 miếng mực còn lại rau không, mà 150k/phần, canh chua nước đục ngầu nhìn rất ghê, rau luộc thì luộc cả phần rau bầm/dập, nhân viên dặn gì cũng quên. Nói chung không nên ăn ở đây rất rất rất dở và mắc. Mọi người đi tham quan thì ok đừng ăn ở đây nha",5266,kule1602,9.284424,105.723748,Công Tử Bạc Liêu - Restaurant & Hotel,2.4,Lam Anh Le,0
1471,"B8 Hòa Bình, P. 3,Thị xã Bạc Liêu, Bạc Liêu",Mình không cảm thấy hài lòng cách phục vụ ở đây cho lắm đợi cả chục phút mới thấy nhân viên phục vụ tới trong khi đó ở dưới cả đống nhân viên có camera mình cảm thấy như bị bơ và khi mag mì lên cảm thấy k thoải mái cho lắm vs thái độ kiểu như mag lên cho có,294203,dankun94,9.288783,105.723855,Sasin - Mì Cay 7 Cấp Độ Hàn Quốc - Hòa Bình,2.8,dân,0
1497,"L3-05, Vincom Bạc Liêu, Bà Triệu, P. 3,Thị xã Bạc Liêu, Bạc Liêu","Mình vào gọi món và chờ hơn 30’ mới có món, trong khi quán chỉ có 5-6 bàn",974369,foodee_62m57pq2,9.285869,105.721352,GoGi House - Nướng Hàn Quốc - Vincom Bạc Liêu,1.8,VN Fansite Double B,0
1512,"182/2 Đường Số 31, Ấp Giồng Nhãn, X. Hiệp Thành,Thị xã Bạc Liêu, Bạc Liêu","Mình ở bạc liêu 23 năm, bây h mới ghé quán ăn lần đầu, quán làm việc quá thất vọng, kêu bánh xèo đợi gần 1 tiếng mấy chưa có, trong khi bàn vô sau mình lại có, kêu nhân viên phục thì thái độ rât kém",122664,vohoangty3091996,9.2358069730753,105.75081110000609,Bánh Xèo A Mật,1.0,Hoàng Tỷ,0
1531,"182/2 Đường Số 31, Ấp Giồng Nhãn, X. Hiệp Thành,Thị xã Bạc Liêu, Bạc Liêu","Hơi thất vọng với ""bánh xèo truyền thuyết"". Chắc vì đã từng được nghe nhiều về mức độ "" huyền thoại"" của quán nên mong đợi hơi cao. Phục vụ rất lười, mặc dù khách yêu cầu nhưng vẫn không quét dọn.",122664,lamthanhnghiep1990,9.2358069730753,105.75081110000609,Bánh Xèo A Mật,2.0,Nghiep Lam Thanh,0
1555,"Vincom Plaza Bạc Liêu, 15 Trần Phú, P. 3,Thị xã Bạc Liêu, Bạc Liêu",Đúng là không quay lại lần 2. Nhân viên phục vụ thì khỏi nói luôn đi. Chưa thấy quán nương nào như vậy,317760,dangthibichloan,9.286834,105.721573,Chingu BBQ - Nhà Hàng Lẩu Nướng Hàn Quốc - Vincom Plaza Bạc Liêu,1.4,Loan,0
1556,"Vincom Plaza Bạc Liêu, 15 Trần Phú, P. 3,Thị xã Bạc Liêu, Bạc Liêu","Chưa bao giờ đi ăn nướng ở đâu mà phải mua thêm món ăn kèm là kimchi :)
Vào đây ko gì là ko phải mua! Nếu lần sau yêu cầu phải mua rau thì đừng có bày xà lách vào thịt sống, phí!
Khách hàng hỏi ko có salad à, nhân viên đáp: Không có. Hết rồi. Sáng nay chưa về kịp cùng thái độ vô cùng bất cần.
Vào rate 1 cái để có ai đọc được còn tránh, đỡ bực mình!!!",317760,hanhanmynhan,9.286834,105.721573,Chingu BBQ - Nhà Hàng Lẩu Nướng Hàn Quốc - Vincom Plaza Bạc Liêu,1.0,Bảo Hân,0
1557,"Vincom Plaza Bạc Liêu, 15 Trần Phú, P. 3,Thị xã Bạc Liêu, Bạc Liêu","Không bao giờ quay lại lần 2, nhân viên thì thái độ, đồ ăn thì đến kim chi cũng phải mua",317760,ukmoon911,9.286834,105.721573,Chingu BBQ - Nhà Hàng Lẩu Nướng Hàn Quốc - Vincom Plaza Bạc Liêu,1.0,Nguyet Anh Tran,0
1579,"32 Nguyễn Đăng Đạo,Tp. Bắc Ninh","Mức giá ăn 2 người là hơn 400K. được vài lạng thịt lợn + bò. Ăn k đủ chùi mép.
Quán nướng giờ rất ít quán k sạch sẽ và phục vụ không tốt, nhưng thật sự sẽ loại bỏ quán nướng này ở BN, đắt đỏ so vs số tiền bỏ ra. Thà ra ăn nướng vỉa hè còn hơn vào đây.",281380,nhnguyn6522,21.175426,106.072098,Gogi House - Quán Nướng Hàn Quốc - Nguyễn Đăng Đạo,3.2,Ánh Nguyễn,0
1584,"Cột Đồng Hồ, Nguyễn Trãi,Tp. Bắc Ninh","Đã ăn ở các quán dãy Nguyễn Trãi, Nguyễn Cao, Ngô Gia Tự, Vũ Kiệt, Đỗ Trọng Vỹ... Và ở các tỉnh thành khác nhưng ko chỗ nào tệ hại như chỗ này. Bán đắt rang thập cẩm xơi luôn 30 nghìn mà ăn có ra gì: quá ít lại rang khô, quán làm để bán mà ăn còn dở hơn ở nhà làm. Mua lúc trưa mà mặt nhân viên như đưa đám, hỏi món mà mặt cứ đần ra. Trả tiền rồi lại gọi với ra đòi tiền. Ko hiểu sao h vẫn còn cái quán dạng này tồn tại nhỉ. Kiểm lâm gì chứ bọn Lâm Tặc thì có",752737,niemtinbatdiet_253,21.171745,106.062385,"Kiểm Lâm - Cơm Rang, Phở & Mì Xào",1.0,Nam Lưu,0
